kernel,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_criterion,param_learning_rate,param_loss,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.5_friedman_mse_0.2_quantile_2_2_100,0.2540389696756999,0.0030556933186089595,0.001037915547688802,4.025314073077905e-05,0.5,friedman_mse,0.2,quantile,2,2,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 2, 'n_estimators': 100}",-0.7937105715842667,0.8976108985618778,-4.1645194264056276,-1.353539699809339,2.1041779624271073,750
0.5_friedman_mse_0.15000000000000002_quantile_2_7_250,0.6394476095835367,0.0022093589957257274,0.0012725194295247395,5.2267288495852905e-05,0.5,friedman_mse,0.15000000000000002,quantile,2,7,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 250}",-1.3108636251972947,0.8628653202823111,-3.612672752724974,-1.3535570192133193,1.8273801474887295,751
0.5_friedman_mse_0.15000000000000002_quantile_4_3_100,0.474354346593221,0.014879532562201052,0.0010475317637125652,5.969464606670991e-06,0.5,friedman_mse,0.15000000000000002,quantile,4,3,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 100}",-2.6128481116312376,0.8417657180548032,-2.2911130634459522,-1.3540651523407956,1.5582326032708589,752
0.5_friedman_mse_0.1_quantile_5_17_100,0.5197196006774902,0.013746653426643211,0.0010747114817301433,4.500423915026251e-05,0.5,friedman_mse,0.1,quantile,5,17,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 5, 'min_samples_split': 17, 'n_estimators': 100}",-1.9562692740597072,0.8415430276404222,-2.9477006433745667,-1.3541422965979504,1.6044749031634848,753
0.5_friedman_mse_0.15000000000000002_quantile_3_6_250,0.9106101195017496,0.023233197599970803,0.0013765494028727214,0.00013188553991388713,0.5,friedman_mse,0.15000000000000002,quantile,3,6,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 6, 'n_estimators': 250}",-1.5076559308693378,0.8368709922382217,-3.3927352178068517,-1.354506718812656,1.7301219964457513,754
0.5_friedman_mse_0.45_quantile_3_2_250,0.883982261021932,0.024760862379247114,0.0013397534688313801,7.355057523919331e-05,0.5,friedman_mse,0.45,quantile,3,2,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.45, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 250}",-3.8222421701270948,0.8260283772095448,-1.0676018556991398,-1.354605216205563,1.908469363480553,755
0.5_friedman_mse_0.05_quantile_3_2_500,1.6372226079305012,0.015852333323540777,0.0016772747039794922,8.679571531611142e-05,0.5,friedman_mse,0.05,quantile,3,2,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 500}",-1.635004585913765,0.8659748130304257,-3.2953081549994696,-1.3547793092942697,1.7103534993769132,756
0.5_friedman_mse_0.45_quantile_2_13_500,1.2816489537556965,0.01941737102462998,0.001718759536743164,4.48966093198231e-05,0.5,friedman_mse,0.45,quantile,2,13,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.45, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 13, 'n_estimators': 500}",-1.3906281445555893,0.8821157272624152,-3.556524389198139,-1.3550122688304376,1.8122422370856852,757
0.5_friedman_mse_0.1_quantile_3_12_500,1.775498390197754,0.029450442823193868,0.002046664555867513,0.00027197115147081563,0.5,friedman_mse,0.1,quantile,3,12,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 12, 'n_estimators': 500}",-2.211265652007423,0.8545789341422226,-2.709110736973404,-1.3552658182795347,1.5757586119095526,758
0.5_friedman_mse_0.15000000000000002_quantile_3_11_250,0.8858290513356527,0.018418006764833652,0.001459678014119466,0.00012206881202663019,0.5,friedman_mse,0.15000000000000002,quantile,3,11,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 11, 'n_estimators': 250}",-1.6307914294532564,0.8469193965704835,-3.283873593118887,-1.35591520866722,1.6975532163444191,759
0.5_friedman_mse_0.05_quantile_8_5_500,4.96182902654012,0.19547202410632142,0.002911090850830078,0.0001919324352832865,0.5,friedman_mse,0.05,quantile,8,5,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 8, 'min_samples_split': 5, 'n_estimators': 500}",-1.5930263078144091,0.8152849341084834,-3.2922966574593566,-1.3566793437217608,1.6852203710343259,760
0.5_friedman_mse_0.2_quantile_3_4_500,1.8447399139404297,0.040435606666754255,0.0018422603607177734,0.0001494959905893089,0.5,friedman_mse,0.2,quantile,3,4,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 4, 'n_estimators': 500}",-1.1332066028833476,0.8452186004622119,-3.7840744013324983,-1.3573541345845446,1.8965354397061631,761
0.5_friedman_mse_0.05_quantile_2_20_100,0.24217677116394043,0.006631470555052381,0.0008442401885986328,2.9489464514385725e-05,0.5,friedman_mse,0.05,quantile,2,20,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 20, 'n_estimators': 100}",-2.1979380403789834,0.8260729801752489,-2.700356645528642,-1.3574072352441255,1.5575184326455571,762
0.5_friedman_mse_0.05_quantile_5_15_500,2.721490462621053,0.04855790979655344,0.00210722287495931,2.8960634132487386e-05,0.5,friedman_mse,0.05,quantile,5,15,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 5, 'min_samples_split': 15, 'n_estimators': 500}",-1.7888611161130457,0.8447015514967414,-3.1285173928927037,-1.357558985836336,1.650481412739874,763
0.5_friedman_mse_0.45_quantile_2_3_500,1.2827855745951335,0.003185386405431673,0.0018823941548665364,0.00015933620647324987,0.5,friedman_mse,0.45,quantile,2,3,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.45, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 500}",-0.15915688011041307,0.8988061530740681,-4.815005585138432,-1.358452104058259,2.4820210743896896,764
0.5_friedman_mse_0.05_quantile_5_3_100,0.5151120026906332,0.033636458761449016,0.0010116895039876301,0.00012850183907647,0.5,friedman_mse,0.05,quantile,5,3,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 100}",-2.152056111958259,0.8301090805211189,-2.7553850786813032,-1.3591107033728145,1.5674850147430914,765
0.5_friedman_mse_0.25_quantile_10_12_100,0.9886603355407715,0.03533247929559468,0.0012876192728678386,1.8408563211354152e-05,0.5,friedman_mse,0.25,quantile,10,12,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.25, 'loss': 'quantile', 'max_depth': 10, 'min_samples_split': 12, 'n_estimators': 100}",-1.35939622079882,0.7901821757077523,-3.508802248329377,-1.3593387644734813,1.7550530423141792,766
0.5_friedman_mse_0.30000000000000004_quantile_3_15_500,1.7351479530334473,0.030539165186403792,0.001921256383260091,7.931407324520778e-05,0.5,friedman_mse,0.30000000000000004,quantile,3,15,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.30000000000000004, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 15, 'n_estimators': 500}",-3.156692877060042,0.8056096446690559,-1.7278863930406776,-1.3596565418105546,1.638425104773465,767
0.5_friedman_mse_0.25_quantile_10_20_500,4.494215885798137,0.060833057501973466,0.003081162770589193,9.961072564394314e-05,0.5,friedman_mse,0.25,quantile,10,20,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.25, 'loss': 'quantile', 'max_depth': 10, 'min_samples_split': 20, 'n_estimators': 500}",-1.6677527248795978,0.82712945767796,-3.238858413494353,-1.3598272268986635,1.674152109051065,768
0.5_friedman_mse_0.05_quantile_2_7_250,0.6084994475046793,0.04301137258358328,0.0011411507924397786,6.179299761958633e-05,0.5,friedman_mse,0.05,quantile,2,7,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 250}",-2.519106652706642,0.8703571047362797,-2.431601927640446,-1.360117158536936,1.5775880004129454,769
0.5_friedman_mse_0.5_quantile_3_10_100,0.3632963498433431,0.0024257976515260687,0.0010102589925130208,5.737665280746401e-05,0.5,friedman_mse,0.5,quantile,3,10,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.5, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 10, 'n_estimators': 100}",-1.8808437228044919,0.6371341006267139,-2.837989214242188,-1.3605662788066553,1.4656368302859677,770
0.5_friedman_mse_0.2_quantile_7_10_500,3.889598290125529,0.0610050134510581,0.0027947425842285156,4.24911586741237e-05,0.5,friedman_mse,0.2,quantile,7,10,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 7, 'min_samples_split': 10, 'n_estimators': 500}",-0.8554751787401202,0.8464914170417053,-4.073127542229422,-1.3607037679759457,2.0399517349912797,771
0.5_friedman_mse_0.05_quantile_6_15_250,1.5689340432484944,0.06928901168194425,0.0015066464742024739,4.979594611428751e-06,0.5,friedman_mse,0.05,quantile,6,15,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 6, 'min_samples_split': 15, 'n_estimators': 250}",-1.9041227049478784,0.8422782764686406,-3.020625315158867,-1.3608232478793683,1.6231423771171725,772
0.5_friedman_mse_0.1_quantile_5_15_500,2.6948737303415933,0.057669614163708555,0.002301931381225586,9.544448918302169e-05,0.5,friedman_mse,0.1,quantile,5,15,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 5, 'min_samples_split': 15, 'n_estimators': 500}",-1.7876054825488779,0.8306525444742194,-3.1273515232380413,-1.3614348204375666,1.6437082313963136,773
0.5_friedman_mse_0.25_quantile_4_9_500,2.3385274410247803,0.06712979023977032,0.002146482467651367,3.439182838488953e-05,0.5,friedman_mse,0.25,quantile,4,9,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.25, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 9, 'n_estimators': 500}",-0.08718441009748568,0.8026580105277619,-4.800300753398965,-1.3616090509895626,2.4585097588512848,774
0.5_friedman_mse_0.05_quantile_7_7_500,4.380253235499064,0.07155448894245643,0.0027100245157877603,0.000142394962722735,0.5,friedman_mse,0.05,quantile,7,7,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 7, 'min_samples_split': 7, 'n_estimators': 500}",-1.5408225312286157,0.8155078290549279,-3.3602381350328487,-1.3618509457355124,1.7094320129718086,775
0.5_friedman_mse_0.1_quantile_4_18_500,2.2270286083221436,0.03448436318926958,0.0020352999369303384,4.1419162390010304e-05,0.5,friedman_mse,0.1,quantile,4,18,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 18, 'n_estimators': 500}",-1.0005580937633005,0.8385714037245141,-3.9242916227508218,-1.3620927709298696,1.9611640326324737,776
0.5_friedman_mse_0.15000000000000002_quantile_3_14_250,0.861983060836792,0.005587722368628273,0.0013289451599121094,7.538477271432488e-05,0.5,friedman_mse,0.15000000000000002,quantile,3,14,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 14, 'n_estimators': 250}",-1.6080759933699524,0.8430012912603919,-3.326891503012643,-1.3639887350407343,1.7110786892467473,777
0.5_friedman_mse_0.2_quantile_4_14_250,1.1226420402526855,0.030108710081120094,0.001501321792602539,7.446322813960747e-05,0.5,friedman_mse,0.2,quantile,4,14,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 14, 'n_estimators': 250}",-2.0250469503543145,0.8474655361092209,-2.9145088148295466,-1.3640300763582134,1.605370203423699,778
0.5_friedman_mse_0.15000000000000002_quantile_4_14_100,0.44195040067036945,0.009345463499124884,0.0010612805684407551,2.0114328020332062e-05,0.5,friedman_mse,0.15000000000000002,quantile,4,14,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 14, 'n_estimators': 100}",-0.8921883765672816,0.8397931242748367,-4.040191005231115,-1.3641954191745203,2.0200089541485724,779
0.5_friedman_mse_0.2_quantile_3_17_100,0.35090478261311847,0.0038252561257113996,0.0010310014088948567,0.00010251154852530452,0.5,friedman_mse,0.2,quantile,3,17,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 17, 'n_estimators': 100}",-1.5620662592247485,0.8371349574532012,-3.367926858656517,-1.3642860534760215,1.7223963881107618,780
0.5_friedman_mse_0.05_quantile_6_20_100,0.5585927168528239,0.031167690359015034,0.0010608832041422527,2.7740240460311495e-05,0.5,friedman_mse,0.05,quantile,6,20,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 6, 'min_samples_split': 20, 'n_estimators': 100}",-2.151586913228033,0.8293637920257114,-2.772701449562975,-1.3649748569217657,1.572214446041023,781
0.5_friedman_mse_0.1_quantile_7_7_500,4.149567365646362,0.10267677503687385,0.002672274907430013,7.347789160877169e-05,0.5,friedman_mse,0.1,quantile,7,7,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 7, 'min_samples_split': 7, 'n_estimators': 500}",-1.17814077323764,0.8393356919343832,-3.758350880533455,-1.3657186539455708,1.881678249269505,782
0.5_friedman_mse_0.15000000000000002_quantile_4_18_100,0.43779508272806805,0.011986203042066858,0.001020669937133789,2.6841598057016924e-05,0.5,friedman_mse,0.15000000000000002,quantile,4,18,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 18, 'n_estimators': 100}",-0.9473131827379666,0.8547516631001516,-4.005672716517918,-1.3660780787185776,2.0062326744548953,783
0.5_friedman_mse_0.1_quantile_2_3_100,0.2527756690979004,0.004752136072583565,0.0009663105010986328,3.995343400071151e-05,0.5,friedman_mse,0.1,quantile,2,3,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 3, 'n_estimators': 100}",-1.8979469711479449,0.8700315559761611,-3.073027651104413,-1.3669810220920653,1.6529514223409245,784
0.5_friedman_mse_0.35000000000000003_quantile_2_10_500,1.2943910757700603,0.012686710995701657,0.0016779899597167969,3.424773138142018e-05,0.5,friedman_mse,0.35000000000000003,quantile,2,10,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.35000000000000003, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 10, 'n_estimators': 500}",-1.835750407990386,0.7832446942524132,-3.048776746282428,-1.3670941533401335,1.5991301998163006,785
0.5_friedman_mse_0.05_quantile_4_4_250,1.102525234222412,0.0395645988761946,0.0012636979420979817,4.3384903051666564e-05,0.5,friedman_mse,0.05,quantile,4,4,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 4, 'n_estimators': 250}",-1.5394171918422548,0.8626835645640318,-3.4251791672314003,-1.367304264836541,1.7547381279290466,786
0.5_friedman_mse_0.15000000000000002_quantile_3_9_100,0.35594526926676434,0.01102559733057338,0.0012017091115315754,0.0002761418515279196,0.5,friedman_mse,0.15000000000000002,quantile,3,9,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 9, 'n_estimators': 100}",-2.418797339051257,0.835891747065788,-2.5192058476895363,-1.3673704798916682,1.5584808410125734,787
0.5_friedman_mse_0.45_quantile_10_2_100,1.1695930163065593,0.03203049031013382,0.0012892882029215496,9.096938568594153e-05,0.5,friedman_mse,0.45,quantile,10,2,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.45, 'loss': 'quantile', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",-2.482282808555831,0.8249688556863111,-2.446896132757224,-1.368070028542248,1.550779957528867,788
0.5_friedman_mse_0.2_quantile_2_7_250,0.6371346314748129,0.00849546263904066,0.0017219384511311848,0.0007484327522051365,0.5,friedman_mse,0.2,quantile,2,7,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 7, 'n_estimators': 250}",-1.0008106207280618,0.838422734593363,-3.9438365320432,-1.3687414727259661,1.9696075340401782,789
0.5_friedman_mse_0.05_quantile_7_18_100,0.6264703273773193,0.04027901777863711,0.0012110074361165364,0.00026457697869691933,0.5,friedman_mse,0.05,quantile,7,18,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 7, 'min_samples_split': 18, 'n_estimators': 100}",-1.7382166144289495,0.8033239052072708,-3.17347489449424,-1.3694558679053062,1.6443277328357935,790
0.5_friedman_mse_0.15000000000000002_quantile_2_11_500,1.270143191019694,0.006613546125499958,0.0016880035400390625,8.417560312228074e-05,0.5,friedman_mse,0.15000000000000002,quantile,2,11,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 11, 'n_estimators': 500}",-2.505845818311463,0.8703632627226137,-2.4733255619947596,-1.3696027058612028,1.5839507667176091,791
0.5_friedman_mse_0.25_quantile_4_14_100,0.45177626609802246,0.018179437065113057,0.0010310808817545574,7.218752189197243e-05,0.5,friedman_mse,0.25,quantile,4,14,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.25, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 14, 'n_estimators': 100}",-1.6495635359196998,0.8294023412231428,-3.2927649498027405,-1.3709753814997658,1.6943581505766416,792
0.5_friedman_mse_0.05_quantile_9_18_100,0.7345682779947916,0.03136434051912514,0.0011474291483561199,6.144644985223677e-05,0.5,friedman_mse,0.05,quantile,9,18,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 9, 'min_samples_split': 18, 'n_estimators': 100}",-1.6510547091159165,0.8206914881843945,-3.282737011001972,-1.371033410644498,1.6868788353409645,793
0.5_friedman_mse_0.05_quantile_4_13_100,0.40842270851135254,0.027331387636708674,0.0009686946868896484,2.378058507354039e-05,0.5,friedman_mse,0.05,quantile,4,13,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 13, 'n_estimators': 100}",-2.484469191628227,0.8290322398389758,-2.459223261604342,-1.371553404464531,1.5560831645902269,794
0.5_friedman_mse_0.15000000000000002_quantile_4_16_500,2.1710662047068277,0.03477223277591092,0.002045710881551107,0.00010135908831031313,0.5,friedman_mse,0.15000000000000002,quantile,4,16,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.15000000000000002, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 16, 'n_estimators': 500}",-1.1879957015236577,0.8439470668838944,-3.771649854482158,-1.371899496373974,1.8887913577119815,795
0.5_friedman_mse_0.05_quantile_2_11_100,0.23823865254720053,0.0070706860971023544,0.0009720325469970703,2.4084603830419526e-05,0.5,friedman_mse,0.05,quantile,2,11,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 11, 'n_estimators': 100}",-2.6089096280193704,0.8379783811773759,-2.3453129979552805,-1.372081414932425,1.5664490677178022,796
0.5_friedman_mse_0.2_quantile_4_18_500,2.1789114475250244,0.06195468981604202,0.002159674962361654,0.000177034031961416,0.5,friedman_mse,0.2,quantile,4,18,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 18, 'n_estimators': 500}",-1.7731076366209302,0.8619212502112136,-3.205992912947311,-1.3723930997856757,1.6847176845057747,797
0.5_friedman_mse_0.35000000000000003_quantile_4_3_500,2.37603227297465,0.07772847060318598,0.0020897388458251953,9.787210931375075e-05,0.5,friedman_mse,0.35000000000000003,quantile,4,3,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.35000000000000003, 'loss': 'quantile', 'max_depth': 4, 'min_samples_split': 3, 'n_estimators': 500}",-1.5381540809848842,0.7887223243121556,-3.3678915103791587,-1.3724410890172958,1.7009713380824392,798
0.5_friedman_mse_0.4_quantile_2_18_250,0.6296913623809814,0.003998421061049518,0.0012319882710774739,2.686229682826759e-05,0.5,friedman_mse,0.4,quantile,2,18,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.4, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 18, 'n_estimators': 250}",-1.33303492726915,0.7528214846252,-3.5376417813609944,-1.372618408001648,1.7517979141735893,799
0.5_friedman_mse_0.2_quantile_7_13_100,0.7211779753367106,0.013583799729558092,0.0011374155680338542,7.418466871462626e-05,0.5,friedman_mse,0.2,quantile,7,13,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'quantile', 'max_depth': 7, 'min_samples_split': 13, 'n_estimators': 100}",-0.3233301652897145,0.8243101482179576,-4.619865325939252,-1.3729617810036698,2.343225205407202,800
0.5_friedman_mse_0.25_quantile_2_15_250,0.627152681350708,0.0030331818591865425,0.0013190110524495442,0.0001010505458351221,0.5,friedman_mse,0.25,quantile,2,15,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.25, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 15, 'n_estimators': 250}",-1.072265869193577,0.8695324262268795,-3.9186810613730048,-1.3738048347799008,1.9663742288000545,801
0.5_friedman_mse_0.05_quantile_2_14_250,0.614376942316691,0.026291778610340554,0.001141945521036784,5.332990113941664e-05,0.5,friedman_mse,0.05,quantile,2,14,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 14, 'n_estimators': 250}",-2.001488278550408,0.856692604229462,-2.977322656092255,-1.374039443471067,1.6268962852779456,802
0.5_friedman_mse_0.35000000000000003_quantile_2_16_250,0.6357332865397135,0.00814847758879655,0.0012323061625162761,5.420876325188751e-05,0.5,friedman_mse,0.35000000000000003,quantile,2,16,250,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.35000000000000003, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 16, 'n_estimators': 250}",-1.870167146800449,0.862801346650366,-3.1171250140925704,-1.3748302714142178,1.662121620965641,803
0.5_friedman_mse_0.1_quantile_3_20_100,0.3419063886006673,0.007303230220793337,0.0009632905324300131,2.2551535482361734e-05,0.5,friedman_mse,0.1,quantile,3,20,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 20, 'n_estimators': 100}",-1.9185874777511547,0.8233199808349627,-3.0328955546794214,-1.3760543505318712,1.6203613197233457,804
0.5_friedman_mse_0.45_quantile_7_16_500,3.523492972056071,0.09337171146705382,0.0028100808461507163,0.00010139665576943455,0.5,friedman_mse,0.45,quantile,7,16,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.45, 'loss': 'quantile', 'max_depth': 7, 'min_samples_split': 16, 'n_estimators': 500}",-2.1311975111634576,0.6659794841731548,-2.6636520869560867,-1.3762900379821297,1.4603710874669054,805
0.5_friedman_mse_0.25_quantile_8_8_500,4.414740085601807,0.1560402534721955,0.0031092166900634766,9.66457288263183e-05,0.5,friedman_mse,0.25,quantile,8,8,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.25, 'loss': 'quantile', 'max_depth': 8, 'min_samples_split': 8, 'n_estimators': 500}",-1.433703029893291,0.7994870417129798,-3.4958773664800455,-1.3766977848867856,1.7540383971968883,806
0.5_friedman_mse_0.30000000000000004_quantile_2_4_100,0.2585548559824626,0.004290068880964952,0.0015500386555989583,0.0008450897197770808,0.5,friedman_mse,0.30000000000000004,quantile,2,4,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.30000000000000004, 'loss': 'quantile', 'max_depth': 2, 'min_samples_split': 4, 'n_estimators': 100}",-1.4021620724503623,0.8809869031356744,-3.6123819156130628,-1.3778523616425835,1.8344906753384391,807
0.5_friedman_mse_0.30000000000000004_quantile_8_10_100,0.8504893779754639,0.013482180118104647,0.001226981480916341,6.894718315031086e-05,0.5,friedman_mse,0.30000000000000004,quantile,8,10,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.30000000000000004, 'loss': 'quantile', 'max_depth': 8, 'min_samples_split': 10, 'n_estimators': 100}",-0.9129084680649358,0.760472728423494,-3.9812063811084784,-1.37788070691664,1.9635052977808258,808
0.5_friedman_mse_0.05_quantile_5_6_100,0.5169644355773926,0.027717799994089996,0.0010478496551513672,3.243602768355596e-05,0.5,friedman_mse,0.05,quantile,5,6,100,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'quantile', 'max_depth': 5, 'min_samples_split': 6, 'n_estimators': 100}",-1.7743933445217124,0.8324321483180266,-3.195587814565278,-1.3791830035896548,1.668008716110586,809
0.5_friedman_mse_0.1_quantile_3_5_500,1.8182528018951416,0.030696136376016668,0.0018124580383300781,0.0001063257763925935,0.5,friedman_mse,0.1,quantile,3,5,500,"{'alpha': 0.5, 'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'quantile', 'max_depth': 3, 'min_samples_split': 5, 'n_estimators': 500}",-1.5408283219381156,0.8650875551969677,-3.4619065433035363,-1.3792157700148948,1.7701804888803285,810
