"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",5730,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",11846,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",3159,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",2989,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",6148,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",2957,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",2741,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",5698,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",25068,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",22840,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",47908,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",5804,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",5148,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",10952,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",21176,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",19331,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",40507,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",17512,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",15922,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",33434,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",4227,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",3801,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",8028,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",7559,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",6794,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",14353,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",29395,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",26470,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",55865,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",6552,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",6185,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",12737,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",1608,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",1485,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",3093,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",35720,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",33329,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",69049,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",22677,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",21175,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",43852,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",3124,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",2783,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",5907,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y23","23 anni","99","totale","2020","2020",10947,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y23","23 anni","99","totale","2020","2020",9957,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y23","23 anni","99","totale","2020","2020",20904,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",20799,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",18937,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",39736,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",614,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",546,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",1160,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",7058,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",6407,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",13465,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",49849,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",46055,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",95904,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",6045,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",5527,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",11572,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",3156,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",2781,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",5937,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",2889,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",2746,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",5635,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",24854,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",22399,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",47253,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",5609,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",5029,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",10638,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",21281,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",19204,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",40485,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",17299,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",15857,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",33156,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",4195,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",3832,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",8027,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",7603,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",6907,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",14510,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",29797,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",26688,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",56485,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",6623,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",5992,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",12615,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",1643,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",1520,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",3163,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",35142,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",33859,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",69001,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",22626,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",21057,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",43683,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",3155,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",2831,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",5986,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",10912,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",10342,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",21254,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",28548,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",26974,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",55522,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",8053,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",7008,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",15061,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",20832,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",19341,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",40173,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",583,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",562,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",1145,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",7003,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",6552,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",13555,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",50151,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",47084,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",97235,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",6031,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",5726,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",11757,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",3114,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",2987,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",6101,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",2917,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",2739,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",5656,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",24552,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",22875,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",47427,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",5586,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",5078,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",10664,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",21442,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",19920,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",41362,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",17227,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",16229,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",33456,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",4157,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",3904,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",8061,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",7482,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",6917,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",14399,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",29670,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",27331,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",57001,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",6744,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",6377,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",13121,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",1747,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",1515,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",3262,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",35655,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",34016,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",69671,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",22677,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",21211,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",43888,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",2958,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",6103,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",11250,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",21708,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",27478,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",56589,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",7193,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",15237,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",3145,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",10458,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",29111,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",8044,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",5945,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",5682,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",11627,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",3011,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",2917,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",5928,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",2934,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",2765,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",5699,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",24395,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",23424,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",47819,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",5713,"p","dato provvisorio"
