"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",9041,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",12995,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",1121,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",2479,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",3600,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",272,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",641,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",913,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",2900,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",6827,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",9727,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",2852,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",6091,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",8943,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",510,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",972,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",1482,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",1458,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",2897,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",4355,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",3328,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",7087,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",10415,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",1249,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",2829,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",4078,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",97,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",6668,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",24059,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",779,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",1748,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",2527,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",376,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",748,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",1124,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",403,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",1000,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",3339,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",12297,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",987,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",2532,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",3519,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y91","91 anni","99","totale","2020","2020",4064,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y91","91 anni","99","totale","2020","2020",8957,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","99","totale","2020","2020",13021,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",652,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",1735,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",2387,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",1197,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",2854,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",4051,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",3040,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",7481,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10521,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",2168,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",601,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",7566,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",935,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",3103,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",219,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",820,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",2166,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",5400,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",2291,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",5148,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",7439,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",404,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",826,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",1230,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",1106,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",2365,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",3471,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",2532,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",5407,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",7939,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",932,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",2252,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",3184,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",2822,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",7275,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10097,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",63,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",206,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",269,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",1320,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",3281,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",4601,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",5113,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",14471,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",19584,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",608,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",1505,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",2113,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",649,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",915,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",342,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",856,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",1198,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",2681,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",7651,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10332,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",758,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",2220,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",2978,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",3118,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",7718,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",266,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",10836,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y92","92 anni","99","totale","2020","2020",2784,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y92","92 anni","99","totale","2020","2020",6572,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","99","totale","2020","2020",9356,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",1941,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",5777,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",7718,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",50,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",165,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",215,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",914,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",2695,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",3609,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",3711,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",11579,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",15290,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",440,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",1223,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",1663,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",216,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",515,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",731,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",224,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",708,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",932,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",1943,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",6003,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",7946,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",558,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",1914,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2472,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",2328,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",6255,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",8583,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",2077,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",5323,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",7400,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",521,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",1345,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",1866,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",849,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",2366,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",3215,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",2344,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",6155,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",8499,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",651,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",1681,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2332,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",171,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",471,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",642,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",1623,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",4178,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",5801,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",1579,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",3901,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",5480,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",268,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",673,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",941,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",869,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",1959,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2828,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",1888,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",4644,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",6532,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y93","93 anni","99","totale","2020","2020",772,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y93","93 anni","99","totale","2020","2020",1848,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","99","totale","2020","2020",2620,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1378,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",625,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",1524,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",2149,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",1375,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",3537,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",4912,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",482,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",4450,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",5828,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",49,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",117,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",166,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",698,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y94","94 anni","99","totale","2020","2020",2128,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","99","totale","2020","2020",2826,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y94","94 anni","99","totale","2020","2020",2638,"p","dato provvisorio"
